season,week,home,away,spread_close,total_close,ml_home,ml_away,event_id,book,market,selection,line,price,asof_ts,team,player,player_id,sport,odds,captured_at,game_id,side
2009,13,Bears,Rams,9.0,41.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAMS@BEARS,
2009,13,Bengals,Lions,13.5,42.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::LIONS@BENGALS,
2009,13,Browns,Chargers,-14.0,42.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CHARGERS@BROWNS,
2009,13,Cardinals,Vikings,-3.5,48.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::VIKINGS@CARDINALS,
2009,13,Colts,Titans,6.0,47.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::TITANS@COLTS,
2009,13,Commanders,Saints,-9.0,47.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::SAINTS@COMMANDERS,
2009,13,Dolphins,Patriots,-5.5,46.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PATRIOTS@DOLPHINS,
2009,13,Falcons,Eagles,-4.5,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::EAGLES@FALCONS,
2009,13,Giants,Cowboys,-1.5,45.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COWBOYS@GIANTS,
2009,13,Jaguars,Texans,-1.5,47.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::TEXANS@JAGUARS,
2009,13,Packers,Ravens,3.5,43.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAVENS@PACKERS,
2009,13,Panthers,Buccaneers,4.0,40.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BUCCANEERS@PANTHERS,
2009,13,Seahawks,49ers,-1.0,41.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::49ERS@SEAHAWKS,
2009,13,Steelers,Raiders,15.0,37.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAIDERS@STEELERS,
2009,14,12/13 1:00 ET At Indianapolis -6.5 Denver 43.5,Date & Time Favorite Line Underdog Total,12.0,12.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DATE_TIME_FAVORITE_LINE_UNDERDOG_TOTAL@1213_100_ET_AT_INDIANAPOLIS_65_DENVER_435,
2009,14,49ers,Cardinals,-4.0,45.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CARDINALS@49ERS,
2009,14,Bears,Packers,-4.0,41.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PACKERS@BEARS,
2009,14,Buccaneers,Jets,-3.5,36.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::JETS@BUCCANEERS,
2009,14,Chiefs,Bills,-2.5,38.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BILLS@CHIEFS,
2009,14,Cowboys,Chargers,3.5,49.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CHARGERS@COWBOYS,
2009,14,Falcons,Saints,-10.0,50.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::SAINTS@FALCONS,
2009,14,Giants,Eagles,-1.0,43.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::EAGLES@GIANTS,
2009,14,Jaguars,Dolphins,2.0,43.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DOLPHINS@JAGUARS,
2009,14,Patriots,Panthers,12.5,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PANTHERS@PATRIOTS,
2009,14,Raiders,Commanders,-2.0,37.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COMMANDERS@RAIDERS,
2009,14,Ravens,Lions,14.0,40.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::LIONS@RAVENS,
2009,14,Texans,Seahawks,7.0,44.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::SEAHAWKS@TEXANS,
2009,14,Titans,Rams,14.0,40.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAMS@TITANS,
2009,15,12/19 8:20 ET At New Orleans -7.5 Dallas 53.5,Date & Time Favorite Line Underdog Total,12.0,12.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DATE_TIME_FAVORITE_LINE_UNDERDOG_TOTAL@1219_820_ET_AT_NEW_ORLEANS_75_DALLAS_535,
2009,15,Bills,Patriots,-7.0,41.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PATRIOTS@BILLS,
2009,15,Broncos,Raiders,14.0,37.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAIDERS@BRONCOS,
2009,15,Chargers,Bengals,7.0,44.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BENGALS@CHARGERS,
2009,15,Chiefs,Browns,2.5,38.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BROWNS@CHIEFS,
2009,15,Commanders,Giants,-3.0,44.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::GIANTS@COMMANDERS,
2009,15,Eagles,49ers,7.5,41.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::49ERS@EAGLES,
2009,15,Jets,Falcons,5.5,36.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::FALCONS@JETS,
2009,15,Lions,Cardinals,-14.0,47.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CARDINALS@LIONS,
2009,15,Panthers,Vikings,-8.5,42.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::VIKINGS@PANTHERS,
2009,15,Rams,Texans,-14.0,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::TEXANS@RAMS,
2009,15,Ravens,Bears,11.0,39.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BEARS@RAVENS,
2009,15,Seahawks,Buccaneers,6.5,39.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BUCCANEERS@SEAHAWKS,
2009,15,Titans,Dolphins,5.0,43.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DOLPHINS@TITANS,
2009,16,12/27 1:00 ET At Green Bay -13.5 Seattle 43.5,Date & Time Favorite Line Underdog Total,12.0,12.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DATE_TIME_FAVORITE_LINE_UNDERDOG_TOTAL@1227_100_ET_AT_GREEN_BAY_135_SEATTLE_435,
2009,16,49ers,Lions,14.0,41.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::LIONS@49ERS,
2009,16,Bears,Vikings,-8.5,41.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::VIKINGS@BEARS,
2009,16,Bengals,Chiefs,13.5,39.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CHIEFS@BENGALS,
2009,16,Cardinals,Rams,16.5,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAMS@CARDINALS,
2009,16,Colts,Jets,3.0,40.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::JETS@COLTS,
2009,16,Commanders,Cowboys,-7.0,42.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COWBOYS@COMMANDERS,
2009,16,Dolphins,Texans,1.5,46.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::TEXANS@DOLPHINS,
2009,16,Eagles,Broncos,7.0,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BRONCOS@EAGLES,
2009,16,Falcons,Bills,8.0,40.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BILLS@FALCONS,
2009,16,Giants,Panthers,8.5,42.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PANTHERS@GIANTS,
2009,16,Patriots,Jaguars,9.5,44.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::JAGUARS@PATRIOTS,
2009,16,Saints,Buccaneers,14.0,48.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BUCCANEERS@SAINTS,
2009,16,Steelers,Ravens,3.0,43.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAVENS@STEELERS,
2010,1,9/12 1:00 ET At NY Giants -5.5 Carolina 40.5,Date & Time Favorite Line Underdog Total,9.0,9.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DATE_TIME_FAVORITE_LINE_UNDERDOG_TOTAL@912_100_ET_AT_NY_GIANTS_55_CAROLINA_405,
2010,1,Bears,Lions,6.5,44.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::LIONS@BEARS,
2010,1,Buccaneers,Browns,3.0,37.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BROWNS@BUCCANEERS,
2010,1,Chiefs,Chargers,-4.0,45.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CHARGERS@CHIEFS,
2010,1,Commanders,Cowboys,-3.5,40.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COWBOYS@COMMANDERS,
2010,1,Eagles,Packers,-3.0,48.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PACKERS@EAGLES,
2010,1,Jaguars,Broncos,3.0,41.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BRONCOS@JAGUARS,
2010,1,Jets,Ravens,1.0,36.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAVENS@JETS,
2010,1,Patriots,Bengals,5.0,45.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BENGALS@PATRIOTS,
2010,1,Rams,Cardinals,-3.0,39.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CARDINALS@RAMS,
2010,1,Seahawks,49ers,-3.0,37.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::49ERS@SEAHAWKS,
2010,1,Steelers,Falcons,-1.0,39.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::FALCONS@STEELERS,
2010,1,Texans,Colts,-1.5,48.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COLTS@TEXANS,
2010,1,Titans,Raiders,6.5,39.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAIDERS@TITANS,
2010,2,49ers,Saints,-4.5,44.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::SAINTS@49ERS,
2010,2,9/19 1:00 ET At Green Bay -12.5 Buffalo 43,Date & Time Favorite Line Underdog Total,9.0,9.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DATE_TIME_FAVORITE_LINE_UNDERDOG_TOTAL@919_100_ET_AT_GREEN_BAY_125_BUFFALO_43,
2010,2,Broncos,Seahawks,3.0,41.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::SEAHAWKS@BRONCOS,
2010,2,Chargers,Jaguars,7.0,45.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::JAGUARS@CHARGERS,
2010,2,Colts,Giants,4.5,48.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::GIANTS@COLTS,
2010,2,Commanders,Texans,-2.5,43.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::TEXANS@COMMANDERS,
2010,2,Cowboys,Bears,7.0,41.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BEARS@COWBOYS,
2010,2,Falcons,Cardinals,7.0,43.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CARDINALS@FALCONS,
2010,2,Jets,Patriots,-3.0,39.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PATRIOTS@JETS,
2010,2,Lions,Eagles,-6.5,41.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::EAGLES@LIONS,
2010,2,Panthers,Buccaneers,4.0,38.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BUCCANEERS@PANTHERS,
2010,2,Raiders,Rams,3.5,37.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAMS@RAIDERS,
2010,2,Titans,Steelers,6.0,37.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::STEELERS@TITANS,
2010,2,Vikings,Dolphins,5.5,41.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DOLPHINS@VIKINGS,
2010,3,9/26 1:00 ET At New England -14.5 Buffalo 43,Date & Time Favorite Line Underdog Total,9.0,9.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DATE_TIME_FAVORITE_LINE_UNDERDOG_TOTAL@926_100_ET_AT_NEW_ENGLAND_145_BUFFALO_43,
2010,3,Bears,Packers,-3.0,45.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PACKERS@BEARS,
2010,3,Broncos,Colts,-6.0,47.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COLTS@BRONCOS,
2010,3,Buccaneers,Steelers,-2.5,33.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::STEELERS@BUCCANEERS,
2010,3,Cardinals,Raiders,5.5,39.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAIDERS@CARDINALS,
2010,3,Chiefs,49ers,-3.0,38.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::49ERS@CHIEFS,
2010,3,Dolphins,Jets,2.5,36.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::JETS@DOLPHINS,
2010,3,Jaguars,Eagles,-2.5,45.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::EAGLES@JAGUARS,
2010,3,Panthers,Bengals,-3.5,37.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BENGALS@PANTHERS,
2010,3,Rams,Commanders,-5.0,39.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COMMANDERS@RAMS,
2010,3,Saints,Falcons,3.0,49.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::FALCONS@SAINTS,
2010,3,Seahawks,Chargers,-3.5,44.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CHARGERS@SEAHAWKS,
2010,3,Texans,Cowboys,2.5,47.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COWBOYS@TEXANS,
2010,3,Vikings,Lions,13.0,43.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::LIONS@VIKINGS,
2010,4,10/3 1:00 ET At Pittsburgh -2.5 Baltimore 34.5,Date & Time Favorite Line Underdog Total,10.0,10.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DATE_TIME_FAVORITE_LINE_UNDERDOG_TOTAL@103_100_ET_AT_PITTSBURGH_25_BALTIMORE_345,
2010,4,Bills,Jets,-5.5,36.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::JETS@BILLS,
2010,4,Chargers,Cardinals,10.0,47.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CARDINALS@CHARGERS,
2010,4,Dolphins,Patriots,0.0,48.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PATRIOTS@DOLPHINS,
2010,4,Eagles,Commanders,5.0,44.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COMMANDERS@EAGLES,
2010,4,Falcons,49ers,7.0,42.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::49ERS@FALCONS,
2010,4,Giants,Bears,3.5,44.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BEARS@GIANTS,
2010,4,Jaguars,Colts,-7.0,45.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COLTS@JAGUARS,
2010,4,Packers,Lions,14.5,46.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::LIONS@PACKERS,
2010,4,Raiders,Texans,-3.0,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::TEXANS@RAIDERS,
2010,4,Rams,Seahawks,-2.0,40.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::SEAHAWKS@RAMS,
2010,4,Saints,Panthers,12.5,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PANTHERS@SAINTS,
2010,5,10/10 1:00 ET At Buffalo -2.5 Jacksonville 41.5,Date & Time Favorite Line Underdog Total,10.0,10.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DATE_TIME_FAVORITE_LINE_UNDERDOG_TOTAL@1010_100_ET_AT_BUFFALO_25_JACKSONVILLE_415,
2010,5,49ers,Eagles,3.5,39.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::EAGLES@49ERS,
2010,5,Bengals,Buccaneers,6.5,38.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BUCCANEERS@BENGALS,
2010,5,Browns,Falcons,-3.0,41.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::FALCONS@BROWNS,
2010,5,Cardinals,Saints,-7.0,45.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::SAINTS@CARDINALS,
2010,5,Commanders,Packers,-3.0,45.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PACKERS@COMMANDERS,
2010,5,Cowboys,Titans,7.0,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::TITANS@COWBOYS,
2010,5,Jets,Vikings,4.0,38.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::VIKINGS@JETS,
2010,5,Lions,Rams,3.0,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAMS@LIONS,
2010,5,Panthers,Bears,3.0,33.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BEARS@PANTHERS,
2010,5,Raiders,Chargers,-7.0,44.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::CHARGERS@RAIDERS,
2010,5,Texans,Giants,3.0,48.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::GIANTS@TEXANS,
2010,6,10/17 1:00 ET At Houston -4.5 Kansas City 46,Date & Time Favorite Line Underdog Total,10.0,10.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DATE_TIME_FAVORITE_LINE_UNDERDOG_TOTAL@1017_100_ET_AT_HOUSTON_45_KANSAS_CITY_46,
2010,6,49ers,Raiders,7.5,41.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAIDERS@49ERS,
2010,6,Bears,Seahawks,6.0,37.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::SEAHAWKS@BEARS,
2010,6,Broncos,Jets,-3.5,43.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::JETS@BRONCOS,
2010,6,Buccaneers,Saints,-5.0,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::SAINTS@BUCCANEERS,
2010,6,Commanders,Colts,-3.0,44.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COLTS@COMMANDERS,
2010,6,Eagles,Falcons,2.0,43.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::FALCONS@EAGLES,
2010,6,Giants,Lions,10.0,45.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::LIONS@GIANTS,
2010,6,Jaguars,Titans,-3.0,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::TITANS@JAGUARS,
2010,6,Packers,Dolphins,3.0,44.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DOLPHINS@PACKERS,
2010,6,Steelers,Browns,14.0,37.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BROWNS@STEELERS,
2010,6,Vikings,Cowboys,1.5,43.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COWBOYS@VIKINGS,
2010,7,10/24 1:00 ET At Atlanta -3.5 Cincinnati 43,Date & Time Favorite Line Underdog Total,10.0,10.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::DATE_TIME_FAVORITE_LINE_UNDERDOG_TOTAL@1024_100_ET_AT_ATLANTA_35_CINCINNATI_43,
2010,7,Bears,Commanders,3.0,40.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::COMMANDERS@BEARS,
2010,7,Broncos,Raiders,7.0,42.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAIDERS@BRONCOS,
2010,7,Buccaneers,Rams,3.0,39.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::RAMS@BUCCANEERS,
2010,7,Chargers,Patriots,2.5,49.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::PATRIOTS@CHARGERS,
2010,7,Cowboys,Giants,3.5,45.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::GIANTS@COWBOYS,
2010,7,Packers,Vikings,2.5,44.0,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::VIKINGS@PACKERS,
2010,7,Panthers,49ers,-2.0,35.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::49ERS@PANTHERS,
2010,7,Ravens,Bills,12.5,39.5,,,,,,,,,2025-09-24 14:16:15.087878+00:00,,,,,,2025-09-24 14:16:15.087878+00:00,::BILLS@RAVENS,
